UNITID,SITEID,UNITNAME,UNITHANDLE,UNITTYPEID,COLLECTID,DEPOSITID,COLLDATE,WATERDEPTH,NEO_HANDLE,UNIT_COMMT,CREATED_AT,UPDATED_AT,COLL_SPEC
163,PAL00066,HOOKEMAN,HOOKEMAN,5,20,84,16.01.22,0.5,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
164,PAL00240,Hopcroft's Billabong_core1,HOPCROFT,5,-9999,111,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
165,PAL00241,Hope Fault peat core 1 core 2 composite,HOPEFAULT,5,-9999,84,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
166,PAL00242,Hopwood's Lagoon_core1,HOPWOOD,5,-9999,111,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
167,PAL00243,HFS-D-section,HORSEFLY,5,14,84,01.02.22,0,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
168,PAL00244,Horseshoe Lake_core1,HORSESHOE,5,-9999,111,2008,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
169,PAL00245,Howes Waterhole Swamp_core1,HOWESSWP,5,-9999,-9999,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
170,PAL00246,Hyde Rock Cirque_core1,HYDECIRQ,5,20,84,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
171,PAL00247,Idaburn Valley_core1,IDABURN,5,-9999,84,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
172,PAL00113,Ijomba Bog_core1,IJOMBA,5,-9999,84,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
173,PAL00248,Iluka Swamp core C3,ILUKASWP,5,20,84,29.05.11,0,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
174,PAL00249,Ingar Swamp_core1,INGARSWP,5,20,-9999,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
175,PAL00250,Isabella Swamp Creek Core 2,ISABELLA,5,20,84,1989,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
176,PAL00251,Jemalong Gap Bore 36079,JEMALONG,5,-9999,28,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
177,PAL00252,Jibbon Lagoon Core 3,JIBBON,5,14,84,1983,1.2,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
178,PAL00253,Junction Park Billabong JP1,JP1,5,19,-9999,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
179,PAL00254,Kaipo_core1,KAIPO,5,-9999,84,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
180,PAL00255,Kaitaia Bog Borehole 3,KAITAIA3,5,14,84,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
181,PAL00256,Kaitaia Bog Borehole 6,KAITAIA6,5,14,84,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
182,PAL00258,Kaitoke Swamp_core1,KAITOKE,5,21,84,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
183,PAL00259,Kaitoke Swamp Tongue_core1,KAITOKETON,6,5,-9999,,0,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
184,PAL00260,Kangaroo Creek Monolith KCM,KCM,14,40,111,2001,3.5,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
185,PAL00261,Katoomba Swamp Core 1,KATOOMBA1,5,20,84,,0,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
186,PAL00261,Katoomba Swamp Core 2,KATOOMBA2,5,20,84,,0,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
187,PAL00262,Kawarau Gorge K9 X82/2,KAWARAU,5,-9999,84,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
188,PAL00263,Kelela Swamp_core1,KELELASWP,5,-9999,84,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
189,PAL00264,X97/22,KETTLE,5,14,84,01.01.97,0,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
190,PAL00265,Killalea Lagoon centre core,KILLALEA,5,14,112,,1,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
191,PAL00266,Killiecrankie Swamp_core1,KILLIECR,5,-9999,-9999,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
192,PAL00109,King River KR02,KR02,5,20,7,2011,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
193,PAL00267,Kings Tableland Swamp_short core,KINGSTABSH,5,-9999,-9999,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
194,PAL00267,Kings Tableland Swamp_core1,KINGSTAB,5,20,-9999,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
195,PAL00268,Kings Waterhole_core1,KINGSWATER,5,14,84,01.04.04,0.1,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
196,PAL00269,Kohika_core1,KOHIKA,5,-9999,84,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
197,PAL00270,Kohuora Core A Core B composite,KOHUORA,5,7,-9999,01.01.95,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
198,PAL00271,Z0204,Z0204,5,14,84,21.05.02,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
199,PAL00271,Kopouatai Bog Core A (21) Core B (22) composite,KOPOUAB,5,20,84,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
200,PAL00272,Kopouatai Bog Core 15,KOPOU15,5,20,84,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
201,PAL00273,Kosipe KPA,KPA,5,19,84,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
202,PAL00274,Kosipe KPC,KPC,5,20,84,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
203,PAL00275,Kosipe KPE,KPE,5,-9999,84,01.06.74,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
204,PAL00276,Kugubaru section,KUGUBARU,5,7,116,,0,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
205,PAL00277,Kurnell Fen Core 1,KURNELL1,5,20,-9999,1983,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
206,PAL00277,Kurnell Fen Core 2,KURNELL2,5,20,-9999,1988,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
207,PAL00278,Lachlan River Section 6 Bore 14747,LACHLANRVR,5,-9999,28,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
208,PAL00279,Lagoon Saddle_core1,LGNSADDLE,5,-9999,111,2008,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
209,PAL00280,Lahakai Swamp_core1,LAHAKAI,5,14,84,1987,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
210,PAL00069,Lake Baraba_core1,BARABA,5,14,111,01.06.03,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
211,PAL00043,Lake Bolac LB,BOLAC,5,18,111,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
212,PAL00281,LBG WL 2011,LBGWL2011,5,18,111,2011,9,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
213,PAL00060,Lake Burn_core1,LKBURN,5,19,111,,0.8,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
214,PAL00282,Lake Clearwater_core1,CLEARWTR,5,17,111,,2,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
215,PAL00034,Lake Colac_core1,COLAC,5,14,111,,0,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
216,PAL00115,Lake Condah_core1,LKCONDAH,5,18,111,,0,LC1B,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,Missen hydraulic piston sample
217,PAL00116,Lake Condah core 1b,LC1B,5,19,111,01.01.86,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
218,PAL00068,LC2,LC2,5,21,111,,1.8,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
219,PAL00068,Lake Couridjah_core1,COURIDJAH,5,-9999,111,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
220,PAL00283,Lake Curlip_core1,CURLIP,5,19,84,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
221,PAL00053,Lake Dobson_core1,DOBSON,5,19,111,01.01.09,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
222,PAL00284,Lake Emma_core1,LKEMMA,5,7,111,,4,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
223,PAL00285,Lake Euramoo_core1,EURAMOO,5,19,111,01.07.99,18,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
224,PAL00054,Lake Eyre Core LE 82/2,EYRE82,5,-9999,111,1982,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
225,PAL00021,Lake Flannigan King Island Core LF,LKFLANN,5,20,84,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
226,PAL00286,FORS1-LC,FORS1LC,5,18,111,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
227,PAL00033,Lake Frome Core LF 82/2,FROME82,5,19,111,1982,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
228,PAL00287,TAS1102,TAS1102,5,19,111,01.01.11,1.2,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
229,PAL00130,Gemco LG2,LG2,5,18,111,01.07.72,-9999.99,,unclear how this core relates to NEO_HANDLE 'LGEORGE',2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
230,PAL00130,Gemco LG1 LG3 composite,LG1LG3,5,18,111,01.07.72,-9999.99,,unclear how this core relates to NEO_HANDLE 'LGEORGE',2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
231,PAL00288,TAS1106,TAS1106,5,19,111,01.01.11,30,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
232,PAL00289,Lake Habbema_core1,HABBEMA,5,-9999,111,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
233,PAL00290,Lake Hakanoa_core1,HAKANOA,5,-9999,111,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
234,PAL00291,Lake Hanson Core 12,HANSON,5,19,111,2012,6.5,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
235,PAL00331,Lower Lake Hogayaku HGL core,HOGAYAKU,5,-9999,111,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
236,PAL00037,Lake Hordern centre core B,HODERNB,5,-9999,111,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
237,PAL00038,Lake Hordern main core A,HODERNA,5,20,111,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
238,PAL00114,Lake Hordorli_core1,HODORLI,5,14,84,14.12.86,0,HODORLI,COREDATE source is IPPD,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,Base not reached
239,PAL00292,TAS1503,TAS1503,5,19,111,01.01.15,14,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
240,PAL00293,Lake Johnson_core1,LKJOHNSON,5,-9999,111,2009,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
241,PAL00294,Lake Johnston Core JA,LKJOHNST,5,41,-9999,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
242,PAL00057,TAS1203,TAS1203,5,19,111,01.01.12,12,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
243,PAL00137,Lake Kirkpatrick 2007 core,KIRK2007,5,19,111,2007,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
244,PAL00137,KIRK09,KIRK09,5,7,111,05.02.09,4.5,KIRKPAT,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,polycarbonate tube (Klien core)
245,PAL00295,KTB17,KTB17,5,18,111,2018,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
246,PAL00296,Lake Letitia_core1,LETITIA,5,-9999,111,2008,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
247,PAL00297,Lake Lilla Core 12F,LILLA,5,17,111,2012,13.2,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
248,PAL00059,LMN1,LMN1,5,14,111,01.09.18,0,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
249,PAL00035,Lake Modewarre_core1,MODEWARRE,5,14,111,01.11.09,0,MODEWARRE,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
250,PAL00298,Lake Mountain_core1,LKMNT,5,19,84,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
251,PAL00299,TAS1107,TAS1107,5,19,111,01.01.11,24.1,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
252,PAL00300,Lake Ohia_core1,OHIA,5,19,84,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
